name,industry,office,size,review_counts,salaries_count,jobs_count,interviews_count,benefits_count,website,company_type,revenue,head_quarter,founded,interview_possitive,interview_negative,interview_neutral,interview_difficulty,benefits_score,rating,total_insurance_health_wellness_benefits,health_insurance,dental_insurance,FSA,vision insurance,HSA,life_insurance,supplemental_life_insurance,disability_insurance,occupational_accident_insurance,heakth_care_on_site,mental_health_care,retiree_health_and_medical,accidental_death_and_dismemberment_insurance,total_financial_retirement_benefits,pension_plan,plan_401K,retirement_plan,employee_stock_purcase_plan,performance_bonus,stock_options,equity_incentive_plan,supplemental_workers_compensation,charity_gift_matching,total_family_parenting_benefits,maternity_paternity_leave,work_from_home,fertility_assistance,dependent_care,adoption_assistance,childcare,flexible_hour,military_leave,family_medical_leave,unpaid_extended_leave,total_vacation_time_off_benefits,vacation_paid_time_off,sick_days,paid_holidays,volunteer_time_off,sabbatical,bereavement_leave,total_perk_discounts_benefits,employee_discount,free_lunch_or_snacks,employee_assistance_program,gym_membership,commuter_checks_and_assistance,pet_friendly_worksplace,mobile_phone_discount,company_car,company_social_events,travel_concierge,legal_assistance,total_professional_support_benefits,diversity_program,job_training,professional_development,apprenticeship,tuition_assistance
HairClub,"Health, Beauty, & Fitness",24 office locations,1001 to 5000 Employees,382,258,53,226,80,https://www.hairclub.com/,Subsidiary or Business Segment,$100 to $500 million (USD),"Boca Raton, FL",1976,94%,4%,3%,2.8,4.4,3.9,3,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Colonial Life & Accident Insurance Co.,Insurance Carriers,25 office locations,10000+ Employees,633,635,571,196,134,https://www.coloniallife.com/,Subsidiary or Business Segment,$500 million to $1 billion (USD),"Columbia, SC",1939,60%,22%,17%,2.1,3.1,3.9,5,0,0,0,1,0,1,1,1,0,0,0,0,1,3,0,1,0,0,1,1,0,0,0,4,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,3,1,1,1,0,0
Moody's Corporation,Financial Analytics & Research,10 office locations,10000+ Employees,1.1K,1.8K,387,389,274,https://www.moodys.com/,Company - Public (MCO),$2 to $5 billion (USD),"New York, NY",1900,58%,20%,22%,2.9,4,3.8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Hajoca Corporation,Wholesale,18 office locations,1001 to 5000 Employees,238,257,250,74,68,https://www.hajocacareers.com/,Company - Private,$1 to $2 billion (USD),"Lafayette Hill, PA",1858,75%,8%,16%,3,3.9,3.8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ultra Electronics,Aerospace & Defense,25 office locations,1001 to 5000 Employees,408,342,81,70,128,https://www.ultra.group/,Company - Public (ULE),$500 million to $1 billion (USD),"London, United Kingdom",1920,64%,20%,16%,2.8,3.9,3.8,7,1,1,0,1,1,1,1,1,0,0,0,0,0,4,0,1,0,1,1,1,0,0,0,4,0,1,0,0,0,1,1,0,1,0,3,1,1,1,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
P.C. Richard & Son,Consumer Electronics & Appliances Stores,,1001 to 5000 Employees,205,210,36,24,64,https://www.pcrichard.com/,Company - Private,$1 to $2 billion (USD),"Farmingdale, NY",1909,65%,22%,13%,2,3.5,3.9,9,1,1,0,1,1,1,1,1,1,0,0,0,1,2,0,1,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,1,1,0,4,1,1,1,0,0,1,3,1,0,1,0,0,0,0,0,1,0,0,2,1,1,0,0,0
Colonial Life & Accident Insurance Co.,Insurance Carriers,25 office locations,10000+ Employees,633,635,571,196,134,https://www.coloniallife.com/,Subsidiary or Business Segment,$500 million to $1 billion (USD),"Columbia, SC",1939,60%,22%,17%,2.1,3.1,3.9,5,0,0,0,1,0,1,1,1,0,0,0,0,1,3,0,1,0,0,1,1,0,0,0,4,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,3,1,1,1,0,0
GlobalLogic,IT Services,40 office locations,10000+ Employees,3.2K,1K,1.9K,661,671,https://www.globallogic.com/,Company - Private,$100 to $500 million (USD),"San Jose, CA",2000,65%,22%,13%,2.8,4,3.8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Pinnacle Foods,Food & Beverage Manufacturing,,1001 to 5000 Employees,303,537,--,59,51,https://www.pinnaclefoods.com/,Company - Public (PF),$2 to $5 billion (USD),"Parsippany, NJ",2001,71%,18%,11%,2.8,3.4,3.8,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Federal Reserve Bank of San Francisco,Financial Analytics & Research,3 office locations,1001 to 5000 Employees,189,512,44,69,50,https://www.frbsf.org/,Government,$100 to $500 million (USD),"San Francisco, CA",1913,55%,24%,21%,2.9,4.5,4.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nuveen,Investment Banking & Asset Management,5 office locations,1001 to 5000 Employees,171,335,133,39,64,https://www.nuveen.com/,Company - Private,$1 to $2 billion (USD),"Chicago, IL",1898,46%,26%,28%,2.6,4.4,3.8,4,1,1,0,1,0,1,0,0,0,0,0,0,0,4,1,1,1,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,4,1,1,1,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,3,1,1,0,0,1
Port Authority of New York and New Jersey,Transportation Management,7 office locations,5001 to 10000 Employees,348,434,24,131,43,https://www.jointheportauthority.com/,Government,$2 to $5 billion (USD),"New York, NY",1921,73%,11%,16%,2.9,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ICON Health & Fitness,Consumer Products Manufacturing,,1001 to 5000 Employees,194,210,182,56,54,https://www.iconfitness.com/,Company - Private,$500 million to $1 billion (USD),"Logan, UT",1977,36%,49%,15%,2.6,3.4,3.9,3,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anne Arundel Medical Center,Health Care Services & Hospitals,,1001 to 5000 Employees,255,270,298,37,43,https://www.aamccareers.org/,Nonprofit Organization,$500 million to $1 billion (USD),"Annapolis, MD",1902,67%,19%,14%,2.5,3.4,3.8,2,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Saint Louis University,Colleges & Universities,,5001 to 10000 Employees,509,1K,259,69,124,https://www.slu.edu/,College / University,$500 million to $1 billion (USD),"Saint Louis, MO",1818,72%,8%,20%,2.4,4,3.9,4,1,0,0,0,0,1,0,1,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,4,1,1,1,0,1
Port Authority of New York and New Jersey,Transportation Management,7 office locations,5001 to 10000 Employees,348,434,24,131,43,https://www.jointheportauthority.com/,Government,$2 to $5 billion (USD),"New York, NY",1921,73%,11%,16%,2.9,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Henry & Associates,Banks & Credit Unions,18 office locations,5001 to 10000 Employees,699,1.4K,71,110,239,https://www.jackhenry.com/,Company - Public (JKHY),$1 to $2 billion (USD),"Monett, MO",1976,54%,30%,16%,2.7,4.1,3.7,4,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIA,Federal Agencies,3 office locations,Unknown,121,124,576,75,69,"https://www.glassdoor.com/overview/working-at-cia-ei_ie41381.11,14.htm",Government,Unknown / Non-Applicable,"Langley, VA",1947,52%,12%,35%,2.8,4.2,3.8,5,1,1,1,1,0,1,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,4,0,0,0,0,0,1,1,1,1,0,4,1,1,1,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,4,1,1,1,0,1
Risk Management Solutions,Enterprise Software & Network Solutions,12 office locations,1001 to 5000 Employees,548,610,126,138,185,https://www.rms.com/,Company - Private,$100 to $500 million (USD),"Newark, CA",1989,65%,19%,16%,3,3.7,3.7,11,1,1,1,1,1,1,1,1,1,0,0,1,1,6,1,1,0,0,1,1,0,1,1,6,1,1,0,0,1,0,0,1,1,1,2,1,0,1,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,3,0,1,1,0,1
Chesapeake Energy,Oil & Gas Exploration & Production,8 office locations,1001 to 5000 Employees,494,673,--,87,160,https://www.chk.com/,Company - Public (CHK),$10+ billion (USD),"Oklahoma City, OK",1989,63%,17%,20%,2.8,4.5,3.8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VetCor,Veterinary Services,20 office locations,5001 to 10000 Employees,173,218,975,18,73,https://www.vetcor.com/,Company - Private,Unknown / Non-Applicable,"Norwell, MA",1997,76%,18%,6%,2,4,3.8,7,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,1,0,4,1,1,1,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,2,0,1,1,0,0
ESS,Staffing & Outsourcing,26 office locations,10000+ Employees,445,520,421,54,83,https://www.ess.com/,Company - Private,$100 to $500 million (USD),"Cherry Hill, NJ",2000,73%,13%,13%,1.6,2.3,3.9,6,1,1,0,1,0,1,1,1,0,0,0,0,0,3,0,1,0,0,1,0,0,1,0,2,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,0
Protolabs,Miscellaneous Manufacturing,10 office locations,1001 to 5000 Employees,168,244,32,16,50,https://www.protolabs.com/,Company - Public (PRLB),$100 to $500 million (USD),"Maple Plain, MN",1999,56%,19%,25%,3.1,4.1,3.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cambia Health Solutions,Health Care Services & Hospitals,5 office locations,5001 to 10000 Employees,361,684,413,99,168,https://www.cambiahealth.com/,Nonprofit Organization,Unknown / Non-Applicable,"Portland, OR",1917,55%,20%,25%,2.7,4,3.9,5,1,1,0,1,1,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Versiti,Health Care Services & Hospitals,8 office locations,1001 to 5000 Employees,177,352,116,24,12,https://www.versiti.org/,Nonprofit Organization,$5 to $10 million (USD),"Milwaukee, WI",1947,58%,13%,29%,2.6,3.9,3.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNV GL,Energy,24 office locations,10000+ Employees,876,675,370,157,318,https://www.dnv.com/,Company - Private,$2 to $5 billion (USD),"Høvik, Norway",1864,58%,22%,20%,2.8,4,3.8,6,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,1,1,0,0,0,0,1,0,1,0,3,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Sterling,Internet,23 office locations,5001 to 10000 Employees,390,214,1.9K,65,88,https://www.sterlingcheck.com/,Company - Private,Unknown / Non-Applicable,"New York, NY",1975,52%,32%,15%,2.5,3.6,3.8,11,1,1,1,1,1,1,1,1,1,0,1,0,1,2,0,1,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,1,1,0,4,1,1,1,0,0,1,3,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0
Grand Canyon Education,Colleges & Universities,,1001 to 5000 Employees,111,174,209,14,10,https://www.gce.com/,Company - Public (LOPE),Unknown / Non-Applicable,"Phoenix, AZ",1983,43%,50%,7%,2.6,4.3,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bristlecone,IT Services,11 office locations,1001 to 5000 Employees,647,315,23,159,169,https://www.bcone.com/,Company - Private,$100 to $500 million (USD),"San Jose, CA",1998,58%,26%,16%,2.9,3,3.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Container Store,"Department, Clothing, & Shoe Stores",,1001 to 5000 Employees,1.1K,1.2K,172,315,282,https://www.containerstore.com/,Company - Public (TCS),$500 million to $1 billion (USD),"Coppell, TX",1978,67%,17%,16%,2.5,3.4,3.8,8,1,1,1,1,0,1,1,1,0,0,0,0,1,3,0,1,1,1,0,0,0,0,0,3,1,0,0,0,0,0,0,1,1,0,4,1,1,1,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0
Sierra Nevada Corporation,Aerospace & Defense,22 office locations,1001 to 5000 Employees,637,1.4K,327,131,202,https://www.sncorp.com/,Company - Private,Unknown / Non-Applicable,"Sparks, NV",1963,64%,20%,16%,2.6,4.2,3.8,5,1,1,1,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,5,1,1,0,1,0,0,1,0,1,0,0,4,1,1,1,0,1
SDL,Enterprise Software & Network Solutions,29 office locations,1001 to 5000 Employees,870,329,246,127,228,https://www.sdl.com/,Company - Private,$100 to $500 million (USD),"Maidenhead, United Kingdom",1992,56%,21%,22%,2.6,4.2,3.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bon Appétit Management,Catering & Food Service Contractors,,10000+ Employees,503,973,27,52,103,https://www.bamco.com/,Subsidiary or Business Segment,$1 to $2 billion (USD),"Palo Alto, CA",1987,63%,12%,25%,2.1,3.4,3.8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0
Booking.com,Internet,25 office locations,10000+ Employees,4.5K,950,256,1.9k,1.4k,https://www.booking.com/,Company - Public,$10+ billion (USD),"Amsterdam, Netherlands",1996,58%,23%,19%,2.8,3.7,3.8,6,1,1,1,1,1,1,0,0,0,0,0,0,0,3,0,1,1,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,1,1,5,1,1,1,1,0,1,5,1,1,0,1,1,0,0,0,1,0,0,3,0,1,1,0,1
City Electric Supply,Wholesale,5 office locations,1001 to 5000 Employees,244,213,25,19,74,https://www.cityelectricsupply.com/,Company - Private,$1 to $2 billion (USD),"Dallas, TX",1983,84%,5%,11%,1.9,3.1,3.8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Bryan Cave Leighton Paisner,Legal,6 office locations,1001 to 5000 Employees,215,152,40,55,41,https://www.bclplaw.com/,Company - Private,$100 to $500 million (USD),"Saint Louis, MO",2018,67%,17%,17%,3.2,3.8,3.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mead Johnson,Consumer Products Manufacturing,7 office locations,5001 to 10000 Employees,325,307,7,49,107,https://www.meadjohnson.com/,Subsidiary or Business Segment,$2 to $5 billion (USD),"Glenview, IL",1905,63%,15%,23%,2.9,4.4,3.9,8,1,1,1,1,1,1,1,1,0,0,0,0,0,5,0,1,1,0,1,0,1,0,1,3,1,0,0,0,0,0,1,0,1,0,5,1,1,1,1,0,1,4,0,0,1,1,0,0,1,0,1,0,0,3,1,1,1,0,0
AVI-SPL,Telecommunications Services,25 office locations,1001 to 5000 Employees,602,457,96,42,164,https://www.avispl.com/,Company - Private,$500 million to $1 billion (USD),"Tampa, FL",1979,66%,17%,17%,2.4,3,3.8,6,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Tenaris,Oil & Gas Services,55 office locations,10000+ Employees,1.1K,415,48,177,309,https://www.tenaris.com/,Company - Public (TS),$2 to $5 billion (USD),"Houston, TX",2002,66%,15%,19%,3,3.7,3.8,12,1,1,1,1,1,1,1,1,1,0,1,1,1,4,1,1,0,0,1,0,0,0,1,6,1,0,0,1,0,0,1,1,1,1,3,1,1,1,0,0,0,4,0,0,1,1,0,0,1,0,1,0,0,3,1,1,1,0,0
Stamps.com,Computer Hardware & Software,3 office locations,1001 to 5000 Employees,76,222,84,33,29,https://www.stamps.com/,Company - Public (STMP),$100 to $500 million (USD),"El Segundo, CA",1996,31%,53%,16%,2.8,4,3.8,4,1,1,1,0,0,1,0,0,0,0,0,0,0,4,0,1,1,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,3,1,1,1,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tenaris,Oil & Gas Services,55 office locations,10000+ Employees,1.1K,415,48,177,309,https://www.tenaris.com/,Company - Public (TS),$2 to $5 billion (USD),"Houston, TX",2002,66%,15%,19%,3,3.7,3.8,12,1,1,1,1,1,1,1,1,1,0,1,1,1,4,1,1,0,0,1,0,0,0,1,6,1,0,0,1,0,0,1,1,1,1,3,1,1,1,0,0,0,4,0,0,1,1,0,0,1,0,1,0,0,3,1,1,1,0,0
Vistaprint,Advertising & Marketing,,5001 to 10000 Employees,582,844,556,233,195,https://www.vistaprint.com/,Company - Public (CMPR),$1 to $2 billion (USD),"Waltham, MA",1995,50%,27%,23%,3.1,4.2,3.8,4,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,4,1,1,1,1,0,0,5,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1
Sierra Nevada Corporation,Aerospace & Defense,22 office locations,1001 to 5000 Employees,637,1.4K,327,131,202,https://www.sncorp.com/,Company - Private,Unknown / Non-Applicable,"Sparks, NV",1963,64%,20%,16%,2.6,4.2,3.8,5,1,1,1,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,5,1,1,0,1,0,0,1,0,1,0,0,4,1,1,1,0,1
Froedtert Health,Health Care Services & Hospitals,5 office locations,1001 to 5000 Employees,378,551,738,96,96,https://jobs.froedtert.com/,Nonprofit Organization,$1 to $2 billion (USD),"Milwaukee, WI",1965,53%,26%,21%,2.7,4.2,3.9,7,1,1,0,1,0,1,0,1,1,1,0,0,0,2,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0
Novozymes,Biotech & Pharmaceuticals,9 office locations,5001 to 10000 Employees,420,282,50,75,121,https://www.novozymes.com/,Company - Public (NZYM),$10+ billion (USD),"Bagsværd, Denmark",2000,73%,11%,15%,2.9,3.9,3.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raymond,Industrial Manufacturing,3 office locations,1001 to 5000 Employees,156,187,95,30,36,https://www.raymondcorp.com/,Company - Private,$500 million to $1 billion (USD),"Greene, NY",1922,63%,20%,17%,2.8,4,3.9,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYNNEX,Enterprise Software & Network Solutions,10 office locations,10000+ Employees,353,398,141,59,113,https://www.synnexcorp.com/,Company - Public (SNX),$10+ billion (USD),"Fremont, CA",1980,54%,27%,20%,2.5,3.4,3.8,4,1,1,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Defense Finance and Accounting Service,Federal Agencies,5 office locations,10000+ Employees,251,314,25,39,109,https://www.dfas.mil/,Government,Less than $1 million (USD),"Indianapolis, IN",1991,54%,3%,43%,2.3,4.3,3.8,7,1,1,0,1,1,1,0,0,0,1,0,0,1,3,1,1,1,0,0,0,0,0,0,5,0,1,0,0,0,0,1,1,1,1,3,1,1,1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,3,1,1,0,0,1
Florida Department of Transportation,Municipal Governments,2 office locations,5001 to 10000 Employees,123,146,--,24,19,https://www.fdot.gov/,Government,Unknown / Non-Applicable,"Tallahassee, FL",1969,67%,8%,25%,2.4,4.4,3.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parkland Health & Hospital System,Health Care Services & Hospitals,4 office locations,5001 to 10000 Employees,523,740,1.9K,118,155,https://www.parklandhospital.com/,Hospital,$500 million to $1 billion (USD),"Dallas, TX",1894,55%,18%,27%,2.8,3.7,3.8,4,1,1,1,1,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,3,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Froedtert Health,Health Care Services & Hospitals,5 office locations,1001 to 5000 Employees,378,551,738,96,96,https://jobs.froedtert.com/,Nonprofit Organization,$1 to $2 billion (USD),"Milwaukee, WI",1965,53%,26%,21%,2.7,4.2,3.9,7,1,1,0,1,0,1,0,1,1,1,0,0,0,2,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0
Raymond,Industrial Manufacturing,3 office locations,1001 to 5000 Employees,156,187,95,30,36,https://www.raymondcorp.com/,Company - Private,$500 million to $1 billion (USD),"Greene, NY",1922,63%,20%,17%,2.8,4,3.9,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sport Clips,"Health, Beauty, & Fitness",25 office locations,10000+ Employees,1.5K,1.1K,1.9K,121,284,https://www.sportclipsjobs.com/,Company - Private,$500 million to $1 billion (USD),"Georgetown, TX",1993,71%,11%,18%,2,2.7,3.8,7,1,1,0,1,0,1,1,1,0,0,1,0,0,4,0,1,1,0,1,0,0,0,1,5,1,1,0,0,0,0,1,1,1,0,2,1,0,1,0,0,0,4,1,0,0,0,0,0,0,0,1,1,1,3,0,1,1,1,0
Novozymes,Biotech & Pharmaceuticals,9 office locations,5001 to 10000 Employees,420,282,50,75,121,https://www.novozymes.com/,Company - Public (NZYM),$10+ billion (USD),"Bagsværd, Denmark",2000,73%,11%,15%,2.9,3.9,3.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Container Store,"Department, Clothing, & Shoe Stores",,1001 to 5000 Employees,1.1K,1.2K,172,315,282,https://www.containerstore.com/,Company - Public (TCS),$500 million to $1 billion (USD),"Coppell, TX",1978,67%,17%,16%,2.5,3.4,3.8,8,1,1,1,1,0,1,1,1,0,0,0,0,1,3,0,1,1,1,0,0,0,0,0,3,1,0,0,0,0,0,0,1,1,0,4,1,1,1,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0
Freescale Semiconductor,Electrical & Electronic Manufacturing,8 office locations,10000+ Employees,1K,1.3K,--,179,222,https://www.freescale.com/,Company - Public (FSL),$2 to $5 billion (USD),"Austin, TX",1953,71%,6%,23%,3,4.1,3.9,5,1,1,1,1,0,1,0,0,0,0,0,0,0,3,0,1,0,1,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,5,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0
Guy Carpenter,Insurance Agencies & Brokerages,9 office locations,1001 to 5000 Employees,181,398,--,63,44,https://www.guycarp.com/,Subsidiary or Business Segment,$100 to $500 million (USD),"New York, NY",1922,79%,10%,11%,2.8,4,3.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
